"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Upper respiratory infections","0.0","0.01516","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Fire, heat and hot substances","2.4","2.40409","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Prostate cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Eating disorders","0.4","0.37572","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Self-harm","27.1","27.14149","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Birth asphyxia and birth trauma","0.5","0.50967","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Schizophrenia","0.2","0.21706","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Infertility","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Other neurological conditions","0.9","0.86035","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","High-income","Vitamin A deficiency","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","High-income","Gout","0.0","0.02860","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Schizophrenia","1.1","1.08099","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Alcohol use disorders","1.9","1.88652","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Alzheimer's disease and other dementias","0.1","0.13741","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","HIV/AIDS","1.5","1.51403","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Sense organ diseases","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Hypertensive heart disease","23.5","23.52539","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Lower respiratory infections","6.5","6.46346","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Neural tube defects","0.0","0.03112","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Other malignant neoplasms","7.1","7.08393","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Oesophagus cancer","0.0","0.01596","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Kidney diseases","0.8","0.75130","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","High-income","Road injury","5.3","5.32665","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Cardiovascular diseases","8.1","8.07418","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Gynecological diseases","0.0","0.01371","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Road injury","22.9","22.92721","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Cataracts","0.0","0.00464","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Breast cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","High-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","High-income","Parasitic and vector diseases","0.2","0.23029","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","High-income","Stroke","121.2","121.16480","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Other neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","High-income","Hyperplasia of prostate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Whooping cough","0.0","0.00269","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Schistosomiasis","0.0","0.00560","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Other digestive diseases","0.3","0.25502","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Neural tube defects","0.0","0.03543","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","High-income","Leprosy","0.0","0.00580","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Colon and rectum cancers","19.2","19.16677","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Sense organ diseases","0.0","0.04455","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","All Causes","814.0","814.04712","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Mental and behavioral disorders","21.2","21.21560","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Diphtheria","0.0","0.00599","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Otitis media","0.0","0.01430","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Iron-deficiency anaemia","0.0","0.00850","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","High-income","Whooping cough","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","High-income","Idiopathic intellectual disability","0.0","0.02823","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Communicable & other Group I","35.3","35.25570","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Other neurological conditions","2.2","2.17816","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Hyperplasia of prostate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","High-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","High-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","High-income","Cleft lip and cleft palate","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Macular degeneration","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Genitourinary diseases","16.0","16.02057","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","High-income","Mental and behavioral disorders","5.1","5.13511","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","High-income","Meningitis","0.4","0.42870","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","High-income","Tetanus","0.0","0.04511","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","High-income","Preterm birth complications","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","High-income","Osteoarthritis","0.0","0.00076","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","High-income","Cardiomyopathy, myocarditis, endocarditis","0.2","0.22815","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","High-income","Falls","8.1","8.06925","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","High-income","Other STDs","0.4","0.42582","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","High-income","Melanoma and other skin cancers","2.7","2.71346","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Stroke","9.1","9.07588","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","High-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","High-income","Other circulatory diseases","50.2","50.21283","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","High-income","Self-harm","34.7","34.65941","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","High-income","Multiple sclerosis","0.0","0.00142","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","High-income","Other infectious diseases","5.7","5.70926","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","High-income","Congenital heart anomalies","0.4","0.43812","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","High-income","Other congenital anomalies","0.3","0.29448","","",""
