"Indicator","PUBLISH STATES","Year","Age Group","Sex","Region","Causes","Display Value","Numeric","Low","High","Comments"
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Neurological conditions","207.9","207.87360","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Birth asphyxia and birth trauma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Acute hepatitis C","1.6","1.59860","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Road injury","47.0","47.00986","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Congenital anomalies","4.2","4.16317","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Maternal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Drug use disorders","0.4","0.44154","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Other genitourinary diseases","23.0","22.99522","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Female","Low-income","Schistosomiasis","0.0","0.00096","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Road injury","16.6","16.59935","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Asthma","1.8","1.83851","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Other respiratory diseases","95.8","95.76242","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Bladder cancer","26.8","26.76024","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Dental caries","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Endocrine, blood, immune disorders","55.4","55.38807","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Bladder cancer","2.0","1.98553","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Chronic obstructive pulmonary disease","0.7","0.70771","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Injuries","73.6","73.61079","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Collective violence and legal intervention","2.9","2.89060","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Congenital anomalies","21.2","21.19774","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Colon and rectum cancers","12.0","11.96437","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Back and neck pain","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Pervasive developmental disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Female","Low-income","All Causes","2720.6","2720.57910","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Ascariasis","0.1","0.08379","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Glaucoma","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Diarrhoeal diseases","36.6","36.64327","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Idiopathic intellectual disability","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Bladder cancer","0.1","0.06855","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Female","Low-income","Other neonatal conditions","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Male","Low-income","Stomach cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Trichuriasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","HIV/AIDS","100.6","100.64960","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Genitourinary diseases","10.9","10.88566","","",""
"Deaths per 100 000 population","Published","2000","30-49 years","Male","Low-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Other neonatal conditions","5.7","5.72034","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Intestinal nematode infections","0.0","0.00330","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Musculoskeletal diseases","3.0","2.97563","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Non-migraine headache","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Female","Low-income","Other infectious diseases","92.5","92.53328","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Childhood behavioural disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Multiple sclerosis","0.1","0.10313","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Birth asphyxia and birth trauma","24.0","23.96927","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Male","Low-income","Other respiratory diseases","3.9","3.92599","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Trachea, bronchus, lung cancers","0.1","0.14151","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Male","Low-income","Idiopathic intellectual disability","0.0","0.00216","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Migraine","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","HIV/AIDS","165.0","164.97040","","",""
"Deaths per 100 000 population","Published","2012","70+  years","Male","Low-income","Measles","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Injuries","156.0","156.02980","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Noncommunicable diseases","56.1","56.14074","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Female","Low-income","Other STDs","0.3","0.34209","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Female","Low-income","Other hearing loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","60-69  years","Male","Low-income","Asthma","57.5","57.54294","","",""
"Deaths per 100 000 population","Published","2000","5-14 years","Female","Low-income","Collective violence and legal intervention","3.9","3.92689","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Encephalitis","1.7","1.73481","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Female","Low-income","Malaria","6.0","5.95010","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Both sexes","Low-income","Lymphomas, multiple myeloma","2.2","2.24731","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Male","Low-income","Hookworm disease","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Female","Low-income","Cardiovascular diseases","201.9","201.86510","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Male","Low-income","Encephalitis","8.3","8.30258","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Lymphatic filariasis","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","50-59  years","Male","Low-income","Cervix uteri cancer","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","60-69  years","Male","Low-income","Dengue","0.4","0.40049","","",""
"Deaths per 100 000 population","Published","2000","50-59  years","Female","Low-income","Other vision loss","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Fire, heat and hot substances","10.3","10.25813","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Falls","6.1","6.09362","","",""
"Deaths per 100 000 population","Published","2000","15-29  years","Male","Low-income","Gynecological diseases","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Female","Low-income","Rheumatic heart disease","5.2","5.24265","","",""
"Deaths per 100 000 population","Published","2000","70+  years","Female","Low-income","Unipolar depressive disorders","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Male","Low-income","Chronic obstructive pulmonary disease","1.5","1.54615","","",""
"Deaths per 100 000 population","Published","2012","30-49 years","Female","Low-income","Other nutritional deficiencies","0.1","0.07373","","",""
"Deaths per 100 000 population","Published","2000","All ages (total) years","Both sexes","Low-income","Iodine deficiency","0.1","0.07651","","",""
"Deaths per 100 000 population","Published","2012","15-29  years","Female","Low-income","Acute hepatitis B","0.3","0.30017","","",""
"Deaths per 100 000 population","Published","2012","5-14 years","Male","Low-income","Bipolar disorder","0.0","0.00000","","",""
"Deaths per 100 000 population","Published","2012","All ages (total) years","Male","Low-income","Chlamydia","0.0","0.00000","","",""
